Tier,Business Transactions ,,
integration-service,/smart-integration/otp,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fotp%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/ocr,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Focr%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/ocr,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Focr%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/ocr,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Focr%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/ocr,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Focr%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/ocr,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Focr%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/seojk,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fseojk%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/seojk,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fseojk%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/seojk,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fseojk%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/seojk,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fseojk%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/seojk,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Fseojk%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
dynamic-letter-deployment,/dynamic-letter/api,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cdynamic-letter-deployment%7C%2Fdynamic-letter%2Fapi%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
dynamic-letter-deployment,/dynamic-letter/api,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cdynamic-letter-deployment%7C%2Fdynamic-letter%2Fapi%7CAverage%20Request%20Size%20%28bytes%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
dynamic-letter-deployment,/dynamic-letter/api,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cdynamic-letter-deployment%7C%2Fdynamic-letter%2Fapi%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
dynamic-letter-deployment,/dynamic-letter/api,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cdynamic-letter-deployment%7C%2Fdynamic-letter%2Fapi%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
dynamic-letter-deployment,/dynamic-letter/api,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cdynamic-letter-deployment%7C%2Fdynamic-letter%2Fapi%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/pay,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpay%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/pay,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpay%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/pay,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpay%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/pay,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpay%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/pay,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpay%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
validation-ph-service-deployment,/validation-ph-service/api,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cvalidation-ph-service-deployment%7C%2Fvalidation-ph-service%2Fapi%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
validation-ph-service-deployment,/validation-ph-service/api,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cvalidation-ph-service-deployment%7C%2Fvalidation-ph-service%2Fapi%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
validation-ph-service-deployment,/validation-ph-service/api,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cvalidation-ph-service-deployment%7C%2Fvalidation-ph-service%2Fapi%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
validation-ph-service-deployment,/validation-ph-service/api,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cvalidation-ph-service-deployment%7C%2Fvalidation-ph-service%2Fapi%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
validation-ph-service-deployment,/validation-ph-service/api,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cvalidation-ph-service-deployment%7C%2Fvalidation-ph-service%2Fapi%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/crossSelling,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FcrossSelling%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/crossSelling,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FcrossSelling%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/crossSelling,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FcrossSelling%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/crossSelling,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FcrossSelling%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/crossSelling,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FcrossSelling%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/doku,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fdoku%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/doku,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fdoku%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/doku,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fdoku%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/doku,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fdoku%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/doku,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fdoku%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/error,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ferror%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/error,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ferror%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/error,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ferror%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/error,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ferror%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/error,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ferror%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
remote-selling-service-deployment,/remote-selling-service/error,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cremote-selling-service-deployment%7C%2Fremote-selling-service%2Ferror%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
remote-selling-service-deployment,/remote-selling-service/error,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cremote-selling-service-deployment%7C%2Fremote-selling-service%2Ferror%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
remote-selling-service-deployment,/remote-selling-service/error,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cremote-selling-service-deployment%7C%2Fremote-selling-service%2Ferror%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
remote-selling-service-deployment,/remote-selling-service/error,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cremote-selling-service-deployment%7C%2Fremote-selling-service%2Ferror%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
remote-selling-service-deployment,/remote-selling-service/error,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cremote-selling-service-deployment%7C%2Fremote-selling-service%2Ferror%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/otp,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fotp%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/otp,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fotp%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/otp,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fotp%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/otp,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fotp%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/otp,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fotp%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/RemoteSellingVideo,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FRemoteSellingVideo%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/RemoteSellingVideo,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FRemoteSellingVideo%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/RemoteSellingVideo,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FRemoteSellingVideo%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/RemoteSellingVideo,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FRemoteSellingVideo%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/RemoteSellingVideo,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2FRemoteSellingVideo%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/tts,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ftts%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/tts,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ftts%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/tts,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ftts%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/tts,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ftts%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
integration-service,/smart-integration/tts,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cintegration-service%7C%2Fsmart-integration%2Ftts%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/payment,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpayment%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/payment,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpayment%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/payment,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpayment%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/payment,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpayment%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/payment,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Fpayment%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/apps,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fapps%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/apps,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fapps%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/apps,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fapps%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/apps,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fapps%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
otp-smart2-deployment,/otp-smart2/apps,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cotp-smart2-deployment%7C%2Fotp-smart2%2Fapps%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/error,Load,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Ferror%7CCalls%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/error,Response ,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Ferror%7CAverage%20Response%20Time%20%28ms%29&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/error,Error,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Ferror%7CErrors%20per%20Minute&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/error,Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Ferror%7CNumber%20of%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200
payment-service,/smart-payment/error,Very Slow,https://ptfwdindonesia-prod.saas.appdynamics.com/controller/rest/applications/Smart2/metric-data?metric-path=Business%20Transaction%20Performance%7CBusiness%20Transactions%7Cpayment-service%7C%2Fsmart-payment%2Ferror%7CNumber%20of%20Very%20Slow%20Calls&time-range-type=BEFORE_NOW&duration-in-mins=43200